MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Condition1,SalePrice
FV,72.66826163141646,16782,Veenker,Duplex,1Story,3,9,1905,2023,CemntBd,Slab,873.0,Gd,Y,1324,1100,1239,2,0,2,1,Gd,1,Detchd,1,198.0,35,10,12,0,0,11,2007,WD,AdjLand,Norm,493952
RL,,7629,Timber,2fmCon,SLvl,5,5,1961,2008,Wd Sdng,PConc,1035.0,Ex,Y,1073,950,1230,2,0,3,1,TA,1,Attchd,2,403.0,28,20,2,0,1000,12,2022,COD,Abnorml,Norm,485014
RL,58.433147502769096,9547,OldTown,1Fam,1Story,6,9,1971,1987,MetalSd,PConc,880.0,TA,Y,1403,350,1215,2,1,3,1,Gd,0,Detchd,2,377.0,0,30,3,0,4000,9,2021,WD,AdjLand,Norm,577829
RL,,6181,Crawfor,1Fam,2Story,3,5,1995,1995,MetalSd,PConc,918.0,Fa,Y,1008,350,1148,1,1,4,2,Gd,0,Attchd,2,477.0,81,140,16,0,0,12,2015,WD,Abnorml,PosN,396878
FV,98.34666766868702,14463,ClearCr,1Fam,1Story,3,1,1941,2011,VinylSd,PConc,994.0,Gd,Y,1035,0,2412,2,0,4,1,Gd,2,CarPort,2,432.0,7,39,8,0,0,3,2022,Con,Normal,Norm,705473
RL,69.23879753115982,18890,BrkSide,1Fam,SLvl,3,8,1904,2013,CemntBd,PConc,803.0,Gd,Y,806,1150,1619,1,0,3,1,Ex,1,Attchd,2,474.0,78,5,10,0,0,2,2011,WD,Normal,Norm,648537
FV,81.08129672891741,3452,Gilbert,1Fam,1Story,10,4,1956,1977,CemntBd,CBlock,1207.0,Ex,Y,1405,800,1854,2,1,4,1,Gd,1,Attchd,2,467.0,35,55,14,0,0,2,2018,WD,Normal,Norm,575483
C (all),41.11041317694219,9115,Timber,1Fam,SLvl,8,6,1952,1957,VinylSd,PConc,1430.0,TA,Y,870,350,1304,2,1,2,1,Fa,2,Attchd,1,202.0,44,6,1,0,0,3,2018,WD,Normal,Norm,560995
RL,,15559,NWAmes,1Fam,SLvl,9,5,1977,1993,MetalSd,PConc,860.0,Ex,Y,1204,0,1425,3,1,4,1,TA,0,Attchd,3,484.0,37,48,15,0,0,10,2016,WD,Partial,Norm,548138
FV,68.80188124645674,4712,Timber,TwnhsE,1Story,9,6,1912,1996,Plywood,BrkTil,1145.0,TA,Y,1078,0,1214,3,0,3,1,Ex,1,Attchd,2,316.0,45,13,17,700,0,2,2021,WD,Normal,Norm,531900
RL,94.58455161252364,12766,Sawyer,1Fam,1.5Fin,10,7,1976,2019,HdBoard,PConc,928.0,TA,Y,784,1150,439,2,2,3,1,Gd,1,Detchd,2,682.0,104,16,9,400,0,6,2021,WD,AdjLand,Norm,558312
RM,59.19083047942487,15385,SawyerW,TwnhsE,1Story,2,9,1949,2015,MetalSd,CBlock,1109.0,Gd,Y,917,1200,948,3,1,3,1,Ex,0,Detchd,2,558.0,56,20,12,0,1000,10,2020,WD,Normal,Norm,481508
RL,,10812,Somerst,Twnhs,2Story,9,9,1991,1991,BrkFace,Slab,1469.0,TA,Y,1514,1150,775,1,0,3,1,TA,3,Attchd,2,547.0,215,56,34,600,0,12,2016,WD,Normal,Norm,546852
C (all),,12701,CollgCr,2fmCon,1Story,1,3,2021,2021,CemntBd,PConc,1152.0,Gd,N,1160,0,600,2,2,3,1,Gd,1,BuiltIn,1,193.0,182,22,31,600,0,2,2023,Con,Normal,Norm,512832
FV,68.159324152107,17543,NoRidge,1Fam,2Story,5,1,1928,2023,BrkFace,PConc,467.0,Gd,Y,797,0,1021,1,1,3,1,Ex,0,Attchd,1,220.0,187,137,15,0,4000,3,2016,WD,Normal,Norm,466986
FV,47.823172374254625,18293,NWAmes,1Fam,1Story,6,7,1993,1993,BrkFace,PConc,1136.0,TA,N,1191,0,2029,1,1,1,1,Gd,2,Detchd,2,374.0,269,16,21,0,0,1,2017,WD,Normal,Norm,550577
RL,121.03266546580245,10252,NridgHt,2fmCon,2Story,4,2,1915,1983,Plywood,CBlock,1369.0,Gd,Y,1056,1350,1482,2,1,3,1,TA,2,Attchd,2,335.0,5,4,31,0,0,2,2009,WD,Normal,Norm,589882
RL,48.428144733265334,8370,Gilbert,TwnhsE,1.5Fin,2,4,2022,2022,HdBoard,PConc,933.0,Ex,Y,2136,1300,2016,2,0,4,1,Fa,1,Attchd,2,392.0,144,105,25,0,1000,5,2011,WD,Normal,Norm,518698
RH,68.70599836900952,6820,NoRidge,Duplex,1Story,2,7,1959,1979,BrkFace,Slab,1298.0,TA,Y,1185,550,1664,2,0,3,1,Ex,0,Detchd,2,546.0,11,92,17,0,0,4,2022,WD,Normal,Norm,521582
RH,76.93376312051227,14407,MeadowV,1Fam,1Story,9,6,1992,1992,Wd Sdng,CBlock,792.0,TA,Y,985,0,1813,2,0,3,1,Gd,0,Attchd,3,760.0,27,17,21,0,0,12,2014,New,Normal,Norm,662910
C (all),75.3523501806223,5012,MeadowV,Duplex,1Story,4,6,1996,1996,Wd Sdng,CBlock,554.0,TA,Y,1526,600,1139,2,1,3,1,Gd,1,Attchd,3,543.0,12,3,18,350,0,6,2015,WD,AdjLand,Norm,567915
RM,,9489,Timber,1Fam,1Story,4,8,1975,1980,Wd Sdng,BrkTil,1042.0,Gd,Y,547,1450,1709,3,0,3,1,Gd,2,Detchd,2,414.0,29,9,12,700,0,4,2020,WD,Normal,Norm,460112
RM,66.30479258947383,10910,Timber,1Fam,SFoyer,10,6,1947,1976,Wd Sdng,PConc,473.0,TA,Y,1128,300,1791,2,0,4,1,TA,0,Detchd,1,249.0,13,33,10,200,0,6,2011,COD,Normal,Norm,510326
RL,65.30136267424089,8487,Veenker,1Fam,1Story,2,9,1993,1993,Wd Sdng,CBlock,928.0,Gd,Y,1698,1400,1269,2,1,3,1,Gd,1,BuiltIn,2,394.0,119,18,28,0,0,9,2010,WD,Family,Norm,384167
FV,,11619,Mitchel,1Fam,2Story,10,2,1959,2008,CemntBd,CBlock,1386.0,Gd,Y,1065,850,1723,1,0,5,1,TA,0,Detchd,2,446.0,158,118,23,0,0,5,2006,New,Normal,Norm,620554
RL,113.00438428845457,20758,StoneBr,1Fam,SLvl,10,4,1981,2015,HdBoard,CBlock,427.0,Ex,Y,580,0,1726,2,1,4,1,TA,1,Attchd,2,472.0,171,47,4,0,0,2,2010,New,Family,PosA,476047
RH,65.60018164573246,10013,SawyerW,2fmCon,1Story,6,4,1976,1986,Wd Sdng,CBlock,616.0,TA,Y,981,1650,1280,2,0,3,1,Gd,1,Detchd,1,235.0,69,19,25,350,0,6,2015,WD,AdjLand,Norm,627535
RL,81.93861985646191,8758,Mitchel,1Fam,2Story,2,8,1957,1965,Plywood,PConc,690.0,TA,Y,1536,950,1050,3,0,3,1,TA,0,BuiltIn,2,460.0,93,1,62,0,0,8,2019,WD,Abnorml,Norm,539647
RH,63.30694284636789,14561,ClearCr,TwnhsE,SLvl,2,8,1914,1997,Wd Sdng,BrkTil,981.0,Ex,Y,1212,1200,1026,1,0,4,1,Gd,1,Attchd,2,387.0,90,211,11,0,0,4,2011,WD,Normal,Norm,556513
RL,62.90472655289033,11458,NWAmes,1Fam,2Story,3,4,1936,1989,CemntBd,CBlock,890.0,Ex,Y,848,0,1534,1,0,4,1,Gd,1,Attchd,2,395.0,79,22,11,300,0,7,2013,WD,Partial,Norm,474560
RL,60.89112674660699,16257,Somerst,1Fam,1Story,6,9,2016,2016,MetalSd,CBlock,1419.0,TA,Y,894,700,1630,1,0,3,1,TA,1,Detchd,2,349.0,16,71,8,0,0,4,2009,WD,Normal,Norm,651498
RM,39.00308424021499,11158,Timber,1Fam,1.5Fin,2,6,1964,1994,BrkFace,BrkTil,1286.0,Gd,Y,932,1150,1182,1,0,3,1,TA,2,Detchd,2,315.0,101,11,19,200,0,11,2020,WD,Normal,Norm,412067
RM,66.78757719758461,9506,ClearCr,1Fam,SLvl,5,3,1978,2003,VinylSd,CBlock,1148.0,Gd,Y,1208,1150,1510,2,1,2,1,TA,0,Attchd,2,430.0,1,2,3,0,0,11,2015,COD,Normal,Feedr,606793
FV,61.85984691361139,3365,BrkSide,1Fam,1.5Fin,2,8,1932,1953,CemntBd,Slab,1043.0,Gd,Y,1501,0,1728,1,0,4,1,Gd,0,Detchd,2,505.0,187,7,1,0,0,9,2008,WD,Normal,Artery,605520
RM,,4021,SawyerW,1Fam,1.5Fin,6,2,1987,1987,HdBoard,PConc,1117.0,Gd,Y,1415,1100,1747,2,0,4,1,Ex,1,Attchd,2,329.0,3,70,8,0,0,11,2016,WD,Normal,PosA,751903
RL,46.06599764830969,3157,SawyerW,1Fam,1.5Fin,1,7,1960,1960,Plywood,PConc,741.0,Ex,Y,1236,1700,2120,2,0,3,1,Gd,1,Attchd,1,230.0,157,5,46,0,0,2,2012,New,Partial,Norm,545858
RL,,12017,Mitchel,1Fam,2Story,8,9,1927,1961,VinylSd,PConc,1257.0,TA,Y,700,1400,2010,2,0,3,1,Gd,0,Detchd,2,502.0,158,107,13,0,0,8,2021,WD,Normal,PosN,763892
RH,52.031190664918356,5051,NAmes,1Fam,1Story,1,7,1918,2021,HdBoard,PConc,666.0,Ex,Y,701,400,1099,1,0,4,1,Ex,2,Attchd,2,293.0,171,68,21,0,0,5,2010,WD,Normal,Norm,487022
C (all),98.85060788023617,15522,Veenker,1Fam,SLvl,2,5,1948,2004,MetalSd,CBlock,1250.0,TA,Y,1259,1600,2173,2,0,5,1,Gd,0,Attchd,2,418.0,164,36,18,0,0,10,2021,WD,Normal,Norm,498129
FV,52.61183110290658,10620,Gilbert,1Fam,1Story,2,8,1970,1999,VinylSd,PConc,1355.0,TA,Y,696,1200,1287,2,1,2,2,Gd,0,Detchd,1,285.0,62,9,5,650,0,1,2018,New,Normal,Artery,516294
RL,81.24599689452273,9523,Timber,1Fam,1.5Fin,9,2,1934,2001,MetalSd,CBlock,1063.0,Ex,Y,1032,0,1917,3,1,3,2,Gd,1,Attchd,3,726.0,2,5,17,0,0,3,2008,WD,Partial,PosN,651096
FV,89.4032294681196,7124,NoRidge,1Fam,1Story,1,3,1930,1952,Plywood,Slab,947.0,TA,Y,1191,0,1527,2,1,3,1,Gd,2,BuiltIn,2,290.0,257,12,3,0,0,3,2019,WD,Partial,Norm,509408
RL,67.07754177169184,12989,SawyerW,Duplex,2Story,5,6,1933,1965,HdBoard,CBlock,1120.0,TA,Y,758,1650,1335,3,1,3,1,TA,1,None,2,492.0,6,40,0,0,500,7,2018,WD,Normal,Feedr,570635
C (all),,7282,Veenker,1Fam,1.5Fin,6,7,1936,2008,Plywood,PConc,141.0,Po,Y,792,400,776,1,0,2,1,Gd,0,Detchd,2,380.0,68,23,3,0,0,12,2014,WD,Abnorml,Feedr,464185
RL,42.7169228247262,6558,Veenker,1Fam,1.5Fin,6,3,1991,1991,Wd Sdng,Slab,1090.0,TA,Y,1071,0,1431,2,0,3,2,Gd,0,Detchd,2,495.0,123,26,14,0,0,11,2008,WD,Partial,Norm,534979
RL,87.19528129592159,15253,SawyerW,TwnhsE,1Story,7,6,1961,1987,CemntBd,CBlock,965.0,Gd,Y,1251,800,876,2,0,4,1,TA,0,CarPort,2,,47,60,7,400,500,6,2014,WD,Normal,Norm,698123
RL,44.78811962400285,11918,Edwards,1Fam,2Story,9,8,1958,2005,Plywood,BrkTil,984.0,TA,Y,1418,950,1886,2,1,3,1,Ex,1,Detchd,2,435.0,30,17,9,0,0,1,2016,WD,Normal,Norm,681967
FV,,9560,Timber,TwnhsE,1Story,4,5,1920,1955,Wd Sdng,PConc,1211.0,TA,Y,1282,1050,2106,2,0,2,1,TA,1,Detchd,2,396.0,21,34,8,0,0,11,2008,WD,Normal,PosA,467589
RM,,13065,NWAmes,2fmCon,1Story,9,2,1967,2009,CemntBd,CBlock,977.0,TA,Y,1122,1200,1181,1,0,3,1,Gd,0,Attchd,3,660.0,45,10,8,0,0,7,2012,WD,Normal,Norm,573856
RM,77.54264968622054,10535,StoneBr,2fmCon,2Story,4,9,2019,2019,HdBoard,PConc,657.0,Gd,Y,876,1750,1620,1,2,2,1,Ex,1,BuiltIn,2,394.0,15,20,20,0,0,1,2018,WD,AdjLand,Norm,490415
RL,79.43169615691775,12032,NridgHt,TwnhsE,SFoyer,10,4,1992,1992,Wd Sdng,PConc,957.0,TA,N,778,1350,1209,2,0,3,1,TA,1,Attchd,2,422.0,256,1,14,0,0,8,2015,New,Abnorml,Norm,674474
RH,51.326584311641966,7232,OldTown,1Fam,SFoyer,6,4,1955,1986,HdBoard,PConc,1020.0,Gd,Y,946,0,1248,2,0,3,1,Ex,0,Attchd,2,345.0,0,1,52,0,0,11,2023,WD,Normal,Norm,642195
RL,,18781,NWAmes,1Fam,2Story,8,6,1938,1955,Wd Sdng,CBlock,1034.0,Fa,Y,1222,0,1809,1,1,2,1,Gd,0,Detchd,2,479.0,14,4,9,0,0,11,2009,WD,Normal,Norm,583227
RL,84.29854268200805,8181,MeadowV,1Fam,1.5Fin,9,3,1943,1965,Wd Sdng,PConc,1048.0,Gd,N,1200,0,1484,2,0,2,1,Gd,1,Attchd,2,454.0,63,8,14,0,0,11,2020,WD,Abnorml,Norm,661408
FV,57.41310778871207,16724,OldTown,1Fam,1Story,8,1,1903,1968,Plywood,PConc,1311.0,Ex,Y,470,700,2195,2,0,4,1,Ex,0,Attchd,2,310.0,66,2,25,0,0,12,2013,WD,AdjLand,Artery,713433
RL,,9744,OldTown,1Fam,1Story,9,8,1903,2014,MetalSd,CBlock,674.0,Ex,Y,864,650,1307,2,0,4,1,Gd,0,Detchd,0,,132,43,0,0,0,8,2010,WD,AdjLand,Norm,632571
RL,82.9751059576773,13728,OldTown,1Fam,2Story,6,7,1996,1996,Plywood,PConc,1052.0,Fa,Y,1461,1650,1899,1,0,1,1,Gd,0,Attchd,1,,172,78,0,0,0,8,2023,New,Abnorml,PosN,655060
RL,49.27477423862463,13436,NWAmes,Twnhs,1.5Fin,1,2,2004,2004,HdBoard,PConc,1386.0,TA,Y,1123,650,1538,2,2,4,1,Gd,1,BuiltIn,1,226.0,27,0,14,0,0,2,2017,WD,Normal,Artery,475112
RM,79.34271755810506,15087,OldTown,1Fam,2Story,5,5,2020,2020,HdBoard,BrkTil,479.0,Gd,Y,674,0,1818,2,1,2,1,Gd,1,None,3,751.0,100,80,1,0,0,8,2015,WD,Normal,Norm,664195
RL,,7137,CollgCr,1Fam,1Story,2,7,1977,1977,VinylSd,BrkTil,1053.0,Fa,Y,1806,1550,1321,2,0,4,1,TA,1,Detchd,2,466.0,61,0,5,350,0,11,2011,WD,Normal,Norm,465042
RL,,14802,Gilbert,1Fam,1Story,9,9,2015,2015,Wd Sdng,BrkTil,824.0,Ex,Y,1091,500,1480,2,0,4,1,TA,0,Attchd,2,533.0,67,7,37,0,0,10,2021,COD,Normal,Norm,569990
RL,89.91531663327062,17885,Somerst,1Fam,1Story,3,9,1951,1970,MetalSd,CBlock,888.0,Ex,Y,1215,1600,1453,2,0,3,1,TA,1,Detchd,2,416.0,30,100,38,0,0,11,2006,WD,Normal,PosA,567546
RM,73.07595361072404,9465,BrkSide,1Fam,1.5Fin,3,1,1931,2003,CemntBd,PConc,728.0,Ex,Y,1219,1400,1165,1,1,3,1,Gd,0,Attchd,2,522.0,80,24,1,200,0,3,2008,WD,AdjLand,Norm,488434
RL,101.74858656282295,10638,NoRidge,1Fam,1Story,3,8,1930,2006,MetalSd,PConc,949.0,Gd,Y,989,1550,1764,3,0,3,1,Ex,1,Detchd,3,674.0,26,0,8,250,1000,3,2009,WD,Partial,Feedr,602294
RL,48.75785782485788,8406,NridgHt,Twnhs,2Story,7,2,1929,1978,Plywood,CBlock,1552.0,Gd,Y,881,1450,1760,1,0,3,1,Ex,3,Attchd,3,720.0,13,62,11,300,0,11,2017,WD,Normal,PosA,664280
RL,69.8357003916702,9114,Somerst,1Fam,2Story,6,6,1992,2002,BrkFace,Slab,620.0,Ex,Y,1736,300,1737,2,1,3,1,TA,1,Attchd,2,472.0,26,19,30,0,0,12,2007,WD,Normal,Norm,578885
RL,83.46323210082934,17345,NoRidge,1Fam,1Story,10,6,1901,1995,Plywood,PConc,649.0,Ex,N,1400,1100,2114,2,1,2,1,Gd,0,Attchd,2,539.0,24,42,27,0,4000,7,2020,WD,Normal,PosN,667032
RL,66.1917648597991,6483,Somerst,1Fam,1Story,5,9,2017,2017,CemntBd,PConc,609.0,Gd,Y,1346,750,2079,2,1,4,1,Gd,1,None,1,248.0,193,53,10,750,0,11,2009,New,Normal,Feedr,586371
RM,93.04437993305339,6731,StoneBr,1Fam,2Story,3,6,1996,2009,Wd Sdng,CBlock,1518.0,Ex,Y,1272,1150,1350,2,1,3,1,TA,0,Attchd,1,202.0,19,15,9,0,500,9,2018,COD,Partial,Norm,421653
RL,61.35920920978439,16943,Gilbert,1Fam,1Story,1,5,1947,1966,HdBoard,CBlock,861.0,Gd,Y,799,1350,1649,1,0,2,1,Gd,0,Attchd,2,388.0,2,180,7,0,0,3,2020,WD,Partial,PosN,498340
RL,111.38742303257777,12998,Edwards,1Fam,2Story,1,6,1987,1993,Wd Sdng,PConc,992.0,Gd,Y,1483,900,1250,2,1,3,1,TA,2,Attchd,2,436.0,14,7,16,300,0,7,2021,WD,Partial,Norm,566116
RL,112.4439500854449,18981,Mitchel,1Fam,SFoyer,4,1,1916,2008,CemntBd,BrkTil,879.0,Ex,Y,847,550,1509,2,1,4,1,Ex,0,Attchd,1,189.0,35,137,7,0,0,5,2011,WD,Normal,Norm,636036
RL,75.64143992454599,8698,SawyerW,1Fam,1Story,10,1,1953,1972,VinylSd,CBlock,,Ex,Y,1184,1650,1260,1,0,3,2,TA,0,CarPort,2,355.0,119,63,1,0,0,10,2007,COD,Normal,Norm,591181
RM,,11005,Timber,Duplex,1Story,6,7,1913,1992,Wd Sdng,Slab,929.0,TA,Y,608,1200,2148,1,0,3,1,Gd,1,Attchd,1,134.0,26,5,9,650,0,5,2019,WD,Family,Norm,499152
RM,93.83342871249275,7857,SawyerW,Duplex,2Story,9,5,1913,1979,Wd Sdng,PConc,1737.0,TA,Y,487,1550,1645,3,0,4,1,Ex,1,Attchd,1,158.0,26,0,5,0,0,3,2014,WD,Abnorml,Feedr,733664
FV,46.25605202065266,11073,Gilbert,1Fam,2Story,2,7,1900,1972,BrkFace,PConc,1417.0,Gd,Y,1195,450,1412,1,2,1,1,Gd,1,Attchd,2,598.0,3,10,36,0,0,6,2023,WD,Normal,Norm,504431
RL,43.759999708444184,3403,Mitchel,1Fam,SFoyer,1,5,1998,1998,BrkFace,PConc,744.0,Gd,Y,857,1500,1977,1,1,3,1,TA,0,Detchd,2,,51,5,6,0,0,6,2009,WD,Normal,Norm,628906
RL,,13239,Sawyer,Duplex,1Story,9,8,1992,1992,Plywood,PConc,1194.0,Fa,Y,503,600,631,1,1,3,1,TA,1,Detchd,2,592.0,52,2,2,550,2000,11,2016,WD,Normal,Norm,627846
RL,75.47976945745998,11793,NWAmes,1Fam,SLvl,2,3,2010,2010,HdBoard,PConc,750.0,TA,Y,1262,850,694,2,0,3,1,Ex,0,BuiltIn,2,472.0,29,53,48,0,0,1,2008,Con,Normal,Norm,443794
RL,,10269,MeadowV,1Fam,2Story,1,4,2021,2021,HdBoard,PConc,467.0,Gd,Y,1736,1550,1818,2,2,5,1,TA,2,BuiltIn,2,436.0,25,61,35,0,0,11,2014,WD,Normal,Norm,639349
RH,70.22246605762322,8938,Crawfor,1Fam,1Story,5,3,2019,2019,Plywood,PConc,1305.0,TA,Y,1516,650,1524,2,0,3,1,TA,0,Attchd,2,319.0,141,2,6,0,0,3,2006,WD,Abnorml,Feedr,452865
RL,22.27917055271861,6920,NWAmes,1Fam,2Story,10,2,2023,2023,HdBoard,CBlock,1348.0,Gd,Y,1022,450,1600,2,0,3,1,Ex,0,CarPort,2,440.0,56,5,5,0,0,3,2019,WD,Normal,Norm,673282
RL,66.18875371085997,13410,MeadowV,TwnhsE,2Story,7,2,1901,1951,Plywood,PConc,1313.0,Gd,Y,1102,1650,969,1,1,2,1,Gd,1,BuiltIn,2,591.0,33,79,7,0,4000,6,2016,WD,Normal,Norm,628306
RM,54.93906521613553,5815,CollgCr,1Fam,1Story,1,1,1997,1997,BrkFace,PConc,859.0,TA,Y,1366,1700,1490,2,1,5,1,Gd,0,Detchd,1,282.0,2,26,23,0,0,7,2007,WD,Normal,Norm,557395
RL,,12547,Somerst,1Fam,1Story,9,1,1989,1989,HdBoard,CBlock,949.0,Gd,Y,1436,550,2301,1,1,4,1,TA,1,Attchd,2,461.0,10,87,23,0,4000,12,2014,WD,Partial,PosN,638760
RH,89.90061556768012,18797,MeadowV,1Fam,1Story,9,4,1920,1990,BrkFace,PConc,1224.0,TA,Y,996,550,1829,2,0,2,1,Gd,0,Detchd,1,174.0,109,3,0,350,0,7,2013,WD,Normal,Norm,685664
RL,81.53360468259821,16442,Mitchel,1Fam,2Story,9,5,1916,2021,VinylSd,PConc,1117.0,Ex,Y,1110,400,1567,1,0,3,1,Gd,0,Detchd,2,363.0,61,98,18,0,0,2,2018,New,Normal,Norm,709244
RH,77.90917297598283,4479,SawyerW,TwnhsE,1Story,10,8,2021,2021,Wd Sdng,Slab,881.0,Gd,Y,1190,0,1324,1,0,2,1,TA,0,Attchd,2,371.0,114,17,1,0,0,6,2014,WD,Normal,Norm,689977
RM,,8353,BrkSide,1Fam,1Story,3,8,2009,2009,MetalSd,CBlock,514.0,Ex,Y,1266,1000,1342,2,0,4,1,TA,0,Attchd,1,271.0,75,23,7,0,2000,12,2014,WD,Normal,Norm,600362
FV,81.81286159993748,12185,Sawyer,TwnhsE,1Story,10,5,1940,2023,Wd Sdng,BrkTil,1034.0,TA,Y,1060,450,648,1,1,3,1,Fa,0,Detchd,2,570.0,17,17,3,0,0,9,2020,Con,Normal,Norm,614142
RL,82.58795891046768,10218,OldTown,1Fam,2Story,4,6,1909,1974,Wd Sdng,PConc,1323.0,Gd,Y,1063,1500,1603,2,0,2,1,Gd,0,Detchd,2,455.0,371,0,3,0,0,3,2015,WD,Abnorml,Norm,656493
RL,94.9038530753746,4902,Gilbert,TwnhsE,SFoyer,9,2,1941,2010,Wd Sdng,CBlock,640.0,Gd,N,1513,300,1838,2,0,3,1,TA,0,Attchd,2,415.0,19,5,12,0,0,8,2020,WD,Normal,Norm,561775
RL,112.36419624860395,12041,MeadowV,TwnhsE,1Story,6,3,1900,2011,VinylSd,PConc,1191.0,TA,Y,1462,1150,869,3,0,4,1,Ex,1,CarPort,1,281.0,104,16,23,0,0,9,2021,WD,Normal,Norm,543993
FV,36.148786528567825,10459,MeadowV,1Fam,SFoyer,8,3,1985,1985,CemntBd,PConc,1099.0,Ex,Y,1243,900,1235,1,1,3,1,TA,1,Attchd,1,180.0,24,12,8,0,0,4,2021,WD,Abnorml,Norm,624613
RL,62.23046348763573,18157,Edwards,TwnhsE,2Story,7,5,1947,1972,BrkFace,BrkTil,1225.0,Ex,Y,1615,1100,1037,2,1,2,1,TA,0,Attchd,2,444.0,103,52,20,0,0,7,2023,Con,Normal,Norm,547045
RL,55.154667256847105,9487,BrkSide,1Fam,SLvl,7,4,1906,2000,Wd Sdng,BrkTil,1261.0,Gd,Y,984,0,1113,2,0,5,1,Ex,0,Attchd,2,477.0,102,8,11,300,0,5,2018,WD,Normal,Norm,645839
RL,73.45014376770149,15172,Crawfor,1Fam,2Story,7,2,2021,2021,CemntBd,CBlock,791.0,Gd,Y,1586,850,1521,1,0,2,1,Ex,0,Detchd,3,556.0,88,82,13,0,0,3,2016,COD,Normal,Norm,472642
RH,70.26803716436078,5431,Veenker,1Fam,2Story,8,5,2002,2002,VinylSd,PConc,514.0,Ex,Y,1262,1100,666,2,1,3,1,Gd,0,Attchd,2,389.0,387,2,5,600,1000,11,2015,WD,Normal,Norm,490906
RL,65.31835853839709,6387,Sawyer,1Fam,1.5Fin,8,2,2012,2012,CemntBd,CBlock,839.0,Gd,Y,2081,600,1745,2,1,3,1,Ex,1,Detchd,2,382.0,29,16,38,0,0,4,2009,New,Normal,Norm,611115
RL,,13386,Gilbert,Twnhs,2Story,2,8,2023,2023,MetalSd,CBlock,1266.0,Ex,Y,742,1550,1801,2,0,3,1,TA,0,Attchd,2,553.0,2,64,37,0,4000,4,2020,WD,Normal,Norm,523017
RM,47.97171577638433,14834,Sawyer,Duplex,SLvl,9,7,1901,1965,Plywood,CBlock,837.0,Gd,Y,893,950,1399,3,0,2,1,Gd,3,Attchd,3,,28,5,10,0,0,2,2018,WD,Normal,Norm,612061
RH,,6670,ClearCr,1Fam,SLvl,6,9,1996,1996,Wd Sdng,CBlock,791.0,TA,Y,1225,650,507,2,2,2,2,TA,1,Attchd,1,224.0,39,97,9,0,0,6,2021,WD,Partial,Norm,535656
FV,49.51549457803915,10596,NridgHt,TwnhsE,2Story,4,3,1997,1997,VinylSd,CBlock,453.0,Gd,Y,1219,0,1101,2,1,2,1,Gd,0,Attchd,2,418.0,34,29,0,0,0,8,2018,COD,Normal,Norm,561398
RL,62.793448251480264,4973,SawyerW,1Fam,2Story,6,6,1996,1996,MetalSd,PConc,1525.0,Gd,Y,1685,300,1993,3,0,3,1,Gd,0,Attchd,2,392.0,184,78,6,0,0,12,2014,WD,AdjLand,Feedr,636711
RL,45.42819568176307,9775,Veenker,1Fam,2Story,10,8,1932,1958,Wd Sdng,CBlock,1247.0,Gd,N,899,850,400,1,0,4,1,Gd,0,Attchd,2,440.0,216,22,32,0,0,10,2011,WD,Normal,Feedr,471544
RL,69.02857022401459,13847,Edwards,Duplex,2Story,9,4,1948,1974,CemntBd,PConc,1230.0,Fa,Y,1371,750,1360,2,0,2,1,Fa,0,Attchd,0,0.0,64,31,28,0,0,11,2023,WD,Normal,Norm,623984
RL,66.69019610738266,8760,Gilbert,1Fam,2Story,9,9,2015,2015,VinylSd,CBlock,1290.0,TA,Y,1448,1550,1027,2,0,4,1,TA,1,Attchd,1,216.0,169,33,8,0,0,12,2019,WD,Normal,Artery,595981
RL,54.2696977200184,9503,NridgHt,Duplex,2Story,5,2,1908,1984,BrkFace,CBlock,1173.0,Gd,Y,1311,1400,1821,2,0,3,1,Ex,0,None,2,473.0,64,30,0,250,0,9,2021,WD,Normal,Norm,611409
RL,87.47532508112391,5980,StoneBr,1Fam,1Story,8,2,1979,2007,VinylSd,PConc,926.0,TA,Y,811,300,1229,3,0,2,1,Gd,0,Detchd,2,407.0,139,21,36,0,0,11,2016,WD,Normal,Norm,465622
RL,68.80998943426526,7906,Mitchel,1Fam,SFoyer,4,5,1998,1998,HdBoard,PConc,950.0,Gd,N,1522,1050,1661,1,0,3,2,TA,0,Attchd,2,424.0,9,54,4,0,0,4,2015,WD,Normal,Norm,590973
RL,91.25294728063608,17532,Sawyer,1Fam,1Story,7,4,1998,1998,VinylSd,CBlock,871.0,Ex,Y,1468,800,1726,2,0,3,2,TA,1,Attchd,1,212.0,142,79,3,0,0,9,2006,WD,Abnorml,Feedr,627770
RM,66.09900297591136,10791,StoneBr,1Fam,1Story,7,6,1974,1974,BrkFace,CBlock,1790.0,Gd,Y,1279,0,2234,1,0,3,2,TA,0,Attchd,3,621.0,59,31,49,0,0,8,2007,WD,Normal,Norm,540861
